Nb,Sector,Type,magnet,Loop,nc,L,QS,Kvmax,R,u0,QEH,T2,CV1,CV2,P1,P4,T3,T1,Qbs,MassFlow,TC84x,TC94x
72,23,ARC,Q11,QRLAB_11R2_X43,4,53,7,0.39,81,11,LBALB_12R2_EH843,LBALB_12R2_TT843,QRLAB_11R2_CV943,0,QRLAA_13R2_PT961,QRLAA_13R2_PT991,QRLAB_11R2_TT943,QRLAA_13R2_TT961,QRLAB_11R2_QBS943,QRLAB_11R2_FT943,LBALB_12R2_TC843,QRLAB_11R2_TC943
73,23,ARC,Q12,QRLAA_13R2_X47,4,53,7,0.39,29,7,LQATI_12R2_EH847,LQATI_12R2_TT847,QRLAA_13R2_CV947,0,QRLAA_13R2_PT961,QRLAA_13R2_PT991,QRLAA_13R2_TT947,QRLAA_13R2_TT961,QRLAA_13R2_QBS947,QRLAA_13R2_FT947,LQATI_12R2_TC847,QRLAA_13R2_TC947
74,23,ARC,Q13,QRLAA_13R2_X43,4,53,7,0.39,34,7,LBALB_14R2_EH843,LBALB_14R2_TT843,QRLAA_13R2_CV943,0,QRLAA_13R2_PT961,QRLAA_13R2_PT991,QRLAA_13R2_TT943,QRLAA_13R2_TT961,QRLAA_13R2_QBS943,QRLAA_13R2_FT943,LBALB_14R2_TC843,QRLAA_13R2_TC943
75,23,ARC,Q14,QRLAB_15R2_X47,4,53,7,0.39,34,7,LQATI_14R2_EH847,LQATI_14R2_TT847,QRLAB_15R2_CV947,0,QRLAA_13R2_PT961,QRLAA_13R2_PT991,QRLAB_15R2_TT947,QRLAA_13R2_TT961,QRLAB_15R2_QBS947,QRLAB_15R2_FT947,LQATI_14R2_TC847,QRLAB_15R2_TC947
76,23,ARC,Q15,QRLAB_15R2_X43,4,53,7,0.39,42,7,LBALB_16R2_EH843,LBALB_16R2_TT843,QRLAB_15R2_CV943,0,QRLAA_17R2_PT961,QRLAA_17R2_PT991,QRLAB_15R2_TT943,QRLAA_17R2_TT961,QRLAB_15R2_QBS943,QRLAB_15R2_FT943,LBALB_16R2_TC843,QRLAB_15R2_TC943
77,23,ARC,Q16,QRLAA_17R2_X47,4,53,7,0.39,37,8,LQATI_16R2_EH847,LQATI_16R2_TT847,QRLAA_17R2_CV947,0,QRLAA_17R2_PT961,QRLAA_17R2_PT991,QRLAA_17R2_TT947,QRLAA_17R2_TT961,QRLAA_17R2_QBS947,QRLAA_17R2_FT947,LQATI_16R2_TC847,QRLAA_17R2_TC947
78,23,ARC,Q17,QRLAA_17R2_X43,4,53,7,0.39,36,6,LBALB_18R2_EH843,LBALB_18R2_TT843,QRLAA_17R2_CV943,0,QRLAA_17R2_PT961,QRLAA_17R2_PT991,QRLAA_17R2_TT943,QRLAA_17R2_TT961,QRLAA_17R2_QBS943,QRLAA_17R2_FT943,LBALB_18R2_TC843,QRLAA_17R2_TC943
79,23,ARC,Q18,QRLAB_19R2_X47,4,53,7,0.39,45,8,LQATI_18R2_EH847,LQATI_18R2_TT847,QRLAB_19R2_CV947,0,QRLAA_17R2_PT961,QRLAA_17R2_PT991,QRLAB_19R2_TT947,QRLAA_17R2_TT961,QRLAB_19R2_QBS947,QRLAB_19R2_FT947,LQATI_18R2_TC847,QRLAB_19R2_TC947
80,23,ARC,Q19,QRLAB_19R2_X43,4,53,7,0.39,31,8,LBALB_20R2_EH843,LBALB_20R2_TT843,QRLAB_19R2_CV943,0,QRLAA_21R2_PT961,QRLAA_21R2_PT991,QRLAB_19R2_TT943,QRLAA_21R2_TT961,QRLAB_19R2_QBS943,QRLAB_19R2_FT943,LBALB_20R2_TC843,QRLAB_19R2_TC943
81,23,ARC,Q20,QRLAA_21R2_X47,4,53,7,0.39,36,7,LQATI_20R2_EH847,LQATI_20R2_TT847,QRLAA_21R2_CV947,0,QRLAA_21R2_PT961,QRLAA_21R2_PT991,QRLAA_21R2_TT947,QRLAA_21R2_TT961,QRLAA_21R2_QBS947,QRLAA_21R2_FT947,LQATI_20R2_TC847,QRLAA_21R2_TC947
82,23,ARC,Q21,QRLAA_21R2_X43,4,53,7,0.39,33,7,LBALB_22R2_EH843,LBALB_22R2_TT843,QRLAA_21R2_CV943,0,QRLAA_21R2_PT961,QRLAA_21R2_PT991,QRLAA_21R2_TT943,QRLAA_21R2_TT961,QRLAA_21R2_QBS943,QRLAA_21R2_FT943,LBALB_22R2_TC843,QRLAA_21R2_TC943
83,23,ARC,Q22,QRLAB_23R2_X47,4,53,7,0.39,35,7,LQOAH_22R2_EH847,LQOAH_22R2_TT847,QRLAB_23R2_CV947,0,QRLAA_21R2_PT961,QRLAA_21R2_PT991,QRLAB_23R2_TT947,QRLAA_21R2_TT961,QRLAB_23R2_QBS947,QRLAB_23R2_FT947,LQOAH_22R2_TC847,QRLAB_23R2_TC947
84,23,ARC,Q23,QRLAB_23R2_X43,4,53,7,0.39,28,6,LBALB_24R2_EH843,LBALB_24R2_TT843,QRLAB_23R2_CV943,0,QRLAA_25R2_PT961,QRLAA_25R2_PT991,QRLAB_23R2_TT943,QRLAA_25R2_TT961,QRLAB_23R2_QBS943,QRLAB_23R2_FT943,LBALB_24R2_TC843,QRLAB_23R2_TC943
85,23,ARC,Q24,QRLAA_25R2_X47,4,53,7,0.39,47,7,LQOAH_24R2_EH847,LQOAH_24R2_TT847,QRLAA_25R2_CV947,0,QRLAA_25R2_PT961,QRLAA_25R2_PT991,QRLAA_25R2_TT947,QRLAA_25R2_TT961,QRLAA_25R2_QBS947,QRLAA_25R2_FT947,LQOAH_24R2_TC847,QRLAA_25R2_TC947
86,23,ARC,Q25,QRLAA_25R2_X43,4,53,7,0.39,26,7,LBALB_26R2_EH843,LBALB_26R2_TT843,QRLAA_25R2_CV943,0,QRLAA_25R2_PT961,QRLAA_25R2_PT991,QRLAA_25R2_TT943,QRLAA_25R2_TT961,QRLAA_25R2_QBS943,QRLAA_25R2_FT943,LBALB_26R2_TC843,QRLAA_25R2_TC943
87,23,ARC,Q26,QRLAB_27R2_X47,4,53,7,0.39,45,7,LQOAH_26R2_EH847,LQOAH_26R2_TT847,QRLAB_27R2_CV947,0,QRLAA_25R2_PT961,QRLAA_25R2_PT991,QRLAB_27R2_TT947,QRLAA_25R2_TT961,QRLAB_27R2_QBS947,QRLAB_27R2_FT947,LQOAH_26R2_TC847,QRLAB_27R2_TC947
88,23,ARC,Q27,QRLAB_27R2_X43,4,53,7,0.39,32,7,LBALB_28R2_EH843,LBALB_28R2_TT843,QRLAB_27R2_CV943,0,QRLAA_29R2_PT961,QRLAA_29R2_PT991,QRLAB_27R2_TT943,QRLAA_29R2_TT961,QRLAB_27R2_QBS943,QRLAB_27R2_FT943,LBALB_28R2_TC843,QRLAB_27R2_TC943
89,23,ARC,Q28,QRLAA_29R2_X47,4,53,7,0.39,35,7,LQOAH_28R2_EH847,LQOAH_28R2_TT847,QRLAA_29R2_CV947,0,QRLAA_29R2_PT961,QRLAA_29R2_PT991,QRLAA_29R2_TT947,QRLAA_29R2_TT961,QRLAA_29R2_QBS947,QRLAA_29R2_FT947,LQOAH_28R2_TC847,QRLAA_29R2_TC947
90,23,ARC,Q29,QRLAA_29R2_X43,4,53,7,0.39,51,9,LBALB_30R2_EH843,LBALB_30R2_TT843,QRLAA_29R2_CV943,0,QRLAA_29R2_PT961,QRLAA_29R2_PT991,QRLAA_29R2_TT943,QRLAA_29R2_TT961,QRLAA_29R2_QBS943,QRLAA_29R2_FT943,LBALB_30R2_TC843,QRLAA_29R2_TC943
91,23,ARC,Q30,QRLAC_31R2_X47,4,53,7,0.39,62,7,LQOAN_30R2_EH847,LQOAN_30R2_TT847,QRLAC_31R2_CV947,0,QRLAA_29R2_PT961,QRLAA_29R2_PT991,QRLAC_31R2_TT947,QRLAA_29R2_TT961,QRLAC_31R2_QBS947,QRLAC_31R2_FT947,LQOAN_30R2_TC847,QRLAC_31R2_TC947
92,23,ARC,Q31,QRLAC_31R2_X43,4,53,7,0.39,28,7,LBALB_32R2_EH843,LBALB_32R2_TT843,QRLAC_31R2_CV943,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAC_31R2_TT943,QRLAA_33L3_TT961,QRLAC_31R2_QBS943,QRLAC_31R2_FT943,LBALB_32R2_TC843,QRLAC_31R2_TC943
93,23,ARC,Q32,QRLAD_33R2_X47,4,53,7,0.39,37,8,LQOAH_32R2_EH847,LQOAH_32R2_TT847,QRLAD_33R2_CV947,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAD_33R2_TT947,QRLAA_33L3_TT961,QRLAD_33R2_QBS947,QRLAD_33R2_FT947,LQOAH_32R2_TC847,QRLAD_33R2_TC947
94,23,ARC,Q33,QRLAD_33R2_X43,4,53,7,0.39,23,8,LBALB_34R2_EH843,LBALB_34R2_TT843,QRLAD_33R2_CV943,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAD_33R2_TT943,QRLAA_33L3_TT961,QRLAD_33R2_QBS943,QRLAD_33R2_FT943,LBALB_34R2_TC843,QRLAD_33R2_TC943
95,23,ARC,Q34,QRLAA_33L3_X47,4,53,7,0.39,45,8,LQOAN_34R2_EH847,LQOAN_34R2_TT847,QRLAA_33L3_CV947,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAA_33L3_TT947,QRLAA_33L3_TT961,QRLAA_33L3_QBS947,QRLAA_33L3_FT947,LQOAN_34R2_TC847,QRLAA_33L3_TC947
96,23,ARC,Q33,QRLAA_33L3_X43,4,53,7,0.39,69,8,LBALB_33L3_EH843,LBALB_33L3_TT843,QRLAA_33L3_CV943,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAA_33L3_TT943,QRLAA_33L3_TT961,QRLAA_33L3_QBS943,QRLAA_33L3_FT943,LBALB_33L3_TC843,QRLAA_33L3_TC943
97,23,ARC,Q32,QRLAB_31L3_X47,4,53,7,0.39,36,8,LQOAN_32L3_EH847,LQOAN_32L3_TT847,QRLAB_31L3_CV947,0,QRLAA_33L3_PT961,QRLAA_33L3_PT991,QRLAB_31L3_TT947,QRLAA_33L3_TT961,QRLAB_31L3_QBS947,QRLAB_31L3_FT947,LQOAN_32L3_TC847,QRLAB_31L3_TC947
98,23,ARC,Q31,QRLAB_31L3_X43,4,53,7,0.39,35,7,LBALB_31L3_EH843,LBALB_31L3_TT843,QRLAB_31L3_CV943,0,QRLAA_29L3_PT961,QRLAA_29L3_PT991,QRLAB_31L3_TT943,QRLAA_29L3_TT961,QRLAB_31L3_QBS943,QRLAB_31L3_FT943,LBALB_31L3_TC843,QRLAB_31L3_TC943
99,23,ARC,Q30,QRLAA_29L3_X47,4,53,7,0.39,35,7,LQOAH_30L3_EH847,LQOAH_30L3_TT847,QRLAA_29L3_CV947,0,QRLAA_29L3_PT961,QRLAA_29L3_PT991,QRLAA_29L3_TT947,QRLAA_29L3_TT961,QRLAA_29L3_QBS947,QRLAA_29L3_FT947,LQOAH_30L3_TC847,QRLAA_29L3_TC947
100,23,ARC,Q29,QRLAA_29L3_X43,4,53,7,0.39,46,7,LBALB_29L3_EH843,LBALB_29L3_TT843,QRLAA_29L3_CV943,0,QRLAA_29L3_PT961,QRLAA_29L3_PT991,QRLAA_29L3_TT943,QRLAA_29L3_TT961,QRLAA_29L3_QBS943,QRLAA_29L3_FT943,LBALB_29L3_TC843,QRLAA_29L3_TC943
101,23,ARC,Q28,QRLAB_27L3_X47,4,53,7,0.39,31,8,LQOAN_28L3_EH847,LQOAN_28L3_TT847,QRLAB_27L3_CV947,0,QRLAA_29L3_PT961,QRLAA_29L3_PT991,QRLAB_27L3_TT947,QRLAA_29L3_TT961,QRLAB_27L3_QBS947,QRLAB_27L3_FT947,LQOAN_28L3_TC847,QRLAB_27L3_TC947
102,23,ARC,Q27,QRLAB_27L3_X43,4,53,7,0.39,37,8,LBALB_27L3_EH843,LBALB_27L3_TT843,QRLAB_27L3_CV943,0,QRLAA_25L3_PT961,QRLAA_25L3_PT991,QRLAB_27L3_TT943,QRLAA_25L3_TT961,QRLAB_27L3_QBS943,QRLAB_27L3_FT943,LBALB_27L3_TC843,QRLAB_27L3_TC943
103,23,ARC,Q26,QRLAA_25L3_X47,4,53,7,0.39,37,9,LQOAH_26L3_EH847,LQOAH_26L3_TT847,QRLAA_25L3_CV947,0,QRLAA_25L3_PT961,QRLAA_25L3_PT991,QRLAA_25L3_TT947,QRLAA_25L3_TT961,QRLAA_25L3_QBS947,QRLAA_25L3_FT947,LQOAH_26L3_TC847,QRLAA_25L3_TC947
104,23,ARC,Q25,QRLAA_25L3_X43,4,53,7,0.39,35,8,LBALB_25L3_EH843,LBALB_25L3_TT843,QRLAA_25L3_CV943,0,QRLAA_25L3_PT961,QRLAA_25L3_PT991,QRLAA_25L3_TT943,QRLAA_25L3_TT961,QRLAA_25L3_QBS943,QRLAA_25L3_FT943,LBALB_25L3_TC843,QRLAA_25L3_TC943
105,23,ARC,Q24,QRLAB_23L3_X47,4,53,7,0.39,40,7,LQOAH_24L3_EH847,LQOAH_24L3_TT847,QRLAB_23L3_CV947,0,QRLAA_25L3_PT961,QRLAA_25L3_PT991,QRLAB_23L3_TT947,QRLAA_25L3_TT961,QRLAB_23L3_QBS947,QRLAB_23L3_FT947,LQOAH_24L3_TC847,QRLAB_23L3_TC947
106,23,ARC,Q23,QRLAB_23L3_X43,4,53,7,0.39,35,8,LBALB_23L3_EH843,LBALB_23L3_TT843,QRLAB_23L3_CV943,0,QRLAA_21L3_PT961,QRLAA_21L3_PT991,QRLAB_23L3_TT943,QRLAA_21L3_TT961,QRLAB_23L3_QBS943,QRLAB_23L3_FT943,LBALB_23L3_TC843,QRLAB_23L3_TC943
107,23,ARC,Q22,QRLAA_21L3_X47,4,53,7,0.39,30,7,LQOAH_22L3_EH847,LQOAH_22L3_TT847,QRLAA_21L3_CV947,0,QRLAA_21L3_PT961,QRLAA_21L3_PT991,QRLAA_21L3_TT947,QRLAA_21L3_TT961,QRLAA_21L3_QBS947,QRLAA_21L3_FT947,LQOAH_22L3_TC847,QRLAA_21L3_TC947
108,23,ARC,Q21,QRLAA_21L3_X43,4,53,7,0.39,33,7,LBALB_21L3_EH843,LBALB_21L3_TT843,QRLAA_21L3_CV943,0,QRLAA_21L3_PT961,QRLAA_21L3_PT991,QRLAA_21L3_TT943,QRLAA_21L3_TT961,QRLAA_21L3_QBS943,QRLAA_21L3_FT943,LBALB_21L3_TC843,QRLAA_21L3_TC943
109,23,ARC,Q20,QRLAB_19L3_X47,4,53,7,0.39,43,6,LQATI_20L3_EH847,LQATI_20L3_TT847,QRLAB_19L3_CV947,0,QRLAA_21L3_PT961,QRLAA_21L3_PT991,QRLAB_19L3_TT947,QRLAA_21L3_TT961,QRLAB_19L3_QBS947,QRLAB_19L3_FT947,LQATI_20L3_TC847,QRLAB_19L3_TC947
110,23,ARC,Q19,QRLAB_19L3_X43,4,53,7,0.39,37,8,LBALB_19L3_EH843,LBALB_19L3_TT843,QRLAB_19L3_CV943,0,QRLAG_17L3_PT961,QRLAG_17L3_PT991,QRLAB_19L3_TT943,QRLAG_17L3_TT961,QRLAB_19L3_QBS943,QRLAB_19L3_FT943,LBALB_19L3_TC843,QRLAB_19L3_TC943
111,23,ARC,Q18,QRLAG_17L3_X47,4,53,7,0.39,28,7,LQATI_18L3_EH847,LQATI_18L3_TT847,QRLAG_17L3_CV947,0,QRLAG_17L3_PT961,QRLAG_17L3_PT991,QRLAG_17L3_TT947,QRLAG_17L3_TT961,QRLAG_17L3_QBS947,QRLAG_17L3_FT947,LQATI_18L3_TC847,QRLAG_17L3_TC947
112,23,ARC,Q17,QRLAG_17L3_X43,4,53,7,0.39,43,7,LBALB_17L3_EH843,LBALB_17L3_TT843,QRLAG_17L3_CV943,0,QRLAG_17L3_PT961,QRLAG_17L3_PT991,QRLAG_17L3_TT943,QRLAG_17L3_TT961,QRLAG_17L3_QBS943,QRLAG_17L3_FT943,LBALB_17L3_TC843,QRLAG_17L3_TC943
113,23,ARC,Q16,QRLAH_15L3_X47,4,53,7,0.39,27,7,LQATI_16L3_EH847,LQATI_16L3_TT847,QRLAH_15L3_CV947,0,QRLAG_17L3_PT961,QRLAG_17L3_PT991,QRLAH_15L3_TT947,QRLAG_17L3_TT961,QRLAH_15L3_QBS947,QRLAH_15L3_FT947,LQATI_16L3_TC847,QRLAH_15L3_TC947
114,23,ARC,Q15,QRLAH_15L3_X43,4,53,7,0.39,59,8,LBALB_15L3_EH843,LBALB_15L3_TT843,QRLAH_15L3_CV943,0,QRLAG_13L3_PT961,QRLAG_13L3_PT991,QRLAH_15L3_TT943,QRLAG_13L3_TT961,QRLAH_15L3_QBS943,QRLAH_15L3_FT943,LBALB_15L3_TC843,QRLAH_15L3_TC943
115,23,ARC,Q14,QRLAG_13L3_X47,4,53,7,0.39,32,8,LQATI_14L3_EH847,LQATI_14L3_TT847,QRLAG_13L3_CV947,0,QRLAG_13L3_PT961,QRLAG_13L3_PT991,QRLAG_13L3_TT947,QRLAG_13L3_TT961,QRLAG_13L3_QBS947,QRLAG_13L3_FT947,LQATI_14L3_TC847,QRLAG_13L3_TC947
116,23,ARC,Q13,QRLAG_13L3_X43,4,53,7,0.39,43,8,LBALB_13L3_EH843,LBALB_13L3_TT843,QRLAG_13L3_CV943,0,QRLAG_13L3_PT961,QRLAG_13L3_PT991,QRLAG_13L3_TT943,QRLAG_13L3_TT961,QRLAG_13L3_QBS943,QRLAG_13L3_FT943,LBALB_13L3_TC843,QRLAG_13L3_TC943
117,23,ARC,Q12,QRLAH_11L3_X47,4,53,7,0.39,61,7,LQATI_12L3_EH847,LQATI_12L3_TT847,QRLAH_11L3_CV947,0,QRLAG_13L3_PT961,QRLAG_13L3_PT991,QRLAH_11L3_TT947,QRLAG_13L3_TT961,QRLAH_11L3_QBS947,QRLAH_11L3_FT947,LQATI_12L3_TC847,QRLAH_11L3_TC947
118,23,ARC,Q11,QRLAH_11L3_X43,4,45,7,0.39,59,8,LBBLB_11L3_EH843,LBBLB_11L3_TT843,QRLAH_11L3_CV943,0,QRLBB_09L3_PT961,QRLBB_09L3_PT991,QRLAH_11L3_TT943,QRLBB_09L3_TT961,QRLAH_11L3_QBS943,QRLAH_11L3_FT943,LBBLB_11L3_TC843,QRLAH_11L3_TC943
119,23,ARC,Q10,QRLBB_09L3_X47,4,45,7,0.39,52,7,LQTBD_10L3_EH847,LQTBD_10L3_TT847,QRLBB_09L3_CV947,0,QRLBB_09L3_PT961,QRLBB_09L3_PT991,QRLBB_09L3_TT947,QRLBB_09L3_TT961,QRLBB_09L3_QBS947,QRLBB_09L3_FT947,LQTBD_10L3_TC847,QRLBB_09L3_TC947
120,23,ARC,Q9,QRLBB_09L3_X43,4,45,7,0.39,42,7,LBBLB_09L3_EH843,LBBLB_09L3_TT843,QRLBB_09L3_CV943,0,QRLBB_09L3_PT961,QRLBB_09L3_PT991,QRLBB_09L3_TT943,QRLBB_09L3_TT961,QRLBB_09L3_QBS943,QRLBB_09L3_FT943,LBBLB_09L3_TC843,QRLBB_09L3_TC943
121,23,LSS,Q8,QRLCF_07L3_X43,4,40,7,0.22,48,8,LQTBD_08L3_EH847,LQTBD_08L3_TT847,QRLCF_07L3_CV943,QRLCF_07L3_CV947,QRLBB_09L3_PT961,QRLBB_09L3_PT991,QRLCF_07L3_TT943,QRLBB_09L3_TT961,QRLCF_07L3_QBS947,QRLCF_07L3_FT947,LQTBD_08L3_TC847,QRLCF_07L3_TC943
122,23,LSS,Q7,QRLCF_07L3_X45,4,13.5,7,0.22,36,7,LQTAA_07L3_EH845,LQTAA_07L3_TT845,QRLCF_07L3_CV945,0,QRLBB_09L3_PT961,QRLBB_09L3_PT991,QRLCF_07L3_TT945,QRLBB_09L3_TT961,QRLCF_07L3_QBS945,QRLCF_07L3_FT945,LQTAA_07L3_TC845,QRLCF_07L3_TC945
123,23,LSS,Q6,QRLEA_06L3_X47,4,24,40,0.39,0,45,LQTFD_06L3_EH847,LQTFD_06L3_TT847A,QRLEA_06L3_CV947,0,QRLEA_06L3_PT961,QRLEA_06L3_PT991,QRLEA_06L3_TT947,QRLEA_06L3_TT961,QRLEA_06L3_QBS947,QRLEA_06L3_FT947,LQTFD_06L3_TC847,QRLEA_06L3_TC947
124,34,LSS,Q6,QRLEA_06R3_X47,4,24,2,0.34,0,27,LQTFC_06R3_EH847,LQTFC_06R3_TT847A,QRLEA_06R3_CV947,0,QRLEA_06R3_PT961,QRLEA_06R3_PT991,QRLEA_06R3_TT947,QRLEA_06R3_TT961,QRLEA_06R3_QBS947,QRLEA_06R3_FT947,LQTFC_06R3_TC847,QRLEA_06R3_TC947
125,34,LSS,Q7,QRLCG_07R3_X43,4,40,7,0.22,43,9,LBBLB_08R3_EH843,LBBLB_08R3_TT843,QRLCG_07R3_CV943,QRLCG_07R3_CV947,QRLBA_09R3_PT961,QRLBA_09R3_PT991,QRLCG_07R3_TT943,QRLBA_09R3_TT961,QRLCG_07R3_QBS943,QRLCG_07R3_FT943,LBBLB_08R3_TC843,QRLCG_07R3_TC943
126,34,ARC,Q8,QRLBA_09R3_X47,4,45,7,0.39,44,9,LQTBA_08R3_EH847,LQTBA_08R3_TT847,QRLBA_09R3_CV947,0,QRLBA_09R3_PT961,QRLBA_09R3_PT991,QRLBA_09R3_TT947,QRLBA_09R3_TT961,QRLBA_09R3_QBS947,QRLBA_09R3_FT947,LQTBA_08R3_TC847,QRLBA_09R3_TC947
127,34,ARC,Q9,QRLBA_09R3_X43,4,45,7,0.39,62,8,LBBLB_10R3_EH843,LBBLB_10R3_TT843,QRLBA_09R3_CV943,0,QRLBA_09R3_PT961,QRLBA_09R3_PT991,QRLBA_09R3_TT943,QRLBA_09R3_TT961,QRLBA_09R3_QBS943,QRLBA_09R3_FT943,LBBLB_10R3_TC843,QRLBA_09R3_TC943
128,34,ARC,Q10,QRLAB_11R3_X47,4,45,7,0.39,43,8,LQTBA_10R3_EH847,LQTBA_10R3_TT847,QRLAB_11R3_CV947,0,QRLBA_09R3_PT961,QRLBA_09R3_PT991,QRLAB_11R3_TT947,QRLBA_09R3_TT961,QRLAB_11R3_QBS947,QRLAB_11R3_FT947,LQTBA_10R3_TC847,QRLAB_11R3_TC947
129,34,ARC,Q11,QRLAB_11R3_X43,4,53,7,0.39,37,9,LBALB_12R3_EH843,LBALB_12R3_TT843,QRLAB_11R3_CV943,0,QRLAA_13R3_PT961,QRLAA_13R3_PT991,QRLAB_11R3_TT943,QRLAA_13R3_TT961,QRLAB_11R3_QBS943,QRLAB_11R3_FT943,LBALB_12R3_TC843,QRLAB_11R3_TC943
130,34,ARC,Q12,QRLAA_13R3_X47,4,53,7,0.39,31,8,LQATS_12R3_EH847,LQATS_12R3_TT847,QRLAA_13R3_CV947,0,QRLAA_13R3_PT961,QRLAA_13R3_PT991,QRLAA_13R3_TT947,QRLAA_13R3_TT961,QRLAA_13R3_QBS947,QRLAA_13R3_FT947,LQATS_12R3_TC847,QRLAA_13R3_TC947
131,34,ARC,Q13,QRLAA_13R3_X43,4,53,7,0.39,38,9,LBALB_14R3_EH843,LBALB_14R3_TT843,QRLAA_13R3_CV943,0,QRLAA_13R3_PT961,QRLAA_13R3_PT991,QRLAA_13R3_TT943,QRLAA_13R3_TT961,QRLAA_13R3_QBS943,QRLAA_13R3_FT943,LBALB_14R3_TC843,QRLAA_13R3_TC943
132,34,ARC,Q14,QRLAB_15R3_X47,4,53,7,0.39,42,9,LQATS_14R3_EH847,LQATS_14R3_TT847,QRLAB_15R3_CV947,0,QRLAA_13R3_PT961,QRLAA_13R3_PT991,QRLAB_15R3_TT947,QRLAA_13R3_TT961,QRLAB_15R3_QBS947,QRLAB_15R3_FT947,LQATS_14R3_TC847,QRLAB_15R3_TC947
133,34,ARC,Q15,QRLAB_15R3_X43,4,53,7,0.39,39,9,LBALB_16R3_EH843,LBALB_16R3_TT843,QRLAB_15R3_CV943,0,QRLAA_17R3_PT961,QRLAA_17R3_PT991,QRLAB_15R3_TT943,QRLAA_17R3_TT961,QRLAB_15R3_QBS943,QRLAB_15R3_FT943,LBALB_16R3_TC843,QRLAB_15R3_TC943
134,34,ARC,Q16,QRLAA_17R3_X47,4,53,7,0.39,32,8,LQATS_16R3_EH847,LQATS_16R3_TT847,QRLAA_17R3_CV947,0,QRLAA_17R3_PT961,QRLAA_17R3_PT991,QRLAA_17R3_TT947,QRLAA_17R3_TT961,QRLAA_17R3_QBS947,QRLAA_17R3_FT947,LQATS_16R3_TC847,QRLAA_17R3_TC947
135,34,ARC,Q17,QRLAA_17R3_X43,4,53,7,0.39,31,8,LBALB_18R3_EH843,LBALB_18R3_TT843,QRLAA_17R3_CV943,0,QRLAA_17R3_PT961,QRLAA_17R3_PT991,QRLAA_17R3_TT943,QRLAA_17R3_TT961,QRLAA_17R3_QBS943,QRLAA_17R3_FT943,LBALB_18R3_TC843,QRLAA_17R3_TC943
136,34,ARC,Q18,QRLAB_19R3_X47,4,53,7,0.39,46,8,LQATS_18R3_EH847,LQATS_18R3_TT847,QRLAB_19R3_CV947,0,QRLAA_17R3_PT961,QRLAA_17R3_PT991,QRLAB_19R3_TT947,QRLAA_17R3_TT961,QRLAB_19R3_QBS947,QRLAB_19R3_FT947,LQATS_18R3_TC847,QRLAB_19R3_TC947
137,34,ARC,Q19,QRLAB_19R3_X43,4,53,7,0.39,29,8,LBALB_20R3_EH843,LBALB_20R3_TT843,QRLAB_19R3_CV943,0,QRLAA_21R3_PT961,QRLAA_21R3_PT991,QRLAB_19R3_TT943,QRLAA_21R3_TT961,QRLAB_19R3_QBS943,QRLAB_19R3_FT943,LBALB_20R3_TC843,QRLAB_19R3_TC943
138,34,ARC,Q20,QRLAA_21R3_X47,4,53,7,0.39,32,8,LQATS_20R3_EH847,LQATS_20R3_TT847,QRLAA_21R3_CV947,0,QRLAA_21R3_PT961,QRLAA_21R3_PT991,QRLAA_21R3_TT947,QRLAA_21R3_TT961,QRLAA_21R3_QBS947,QRLAA_21R3_FT947,LQATS_20R3_TC847,QRLAA_21R3_TC947
139,34,ARC,Q21,QRLAA_21R3_X43,4,53,7,0.39,37,8,LBALB_22R3_EH843,LBALB_22R3_TT843,QRLAA_21R3_CV943,0,QRLAA_21R3_PT961,QRLAA_21R3_PT991,QRLAA_21R3_TT943,QRLAA_21R3_TT961,QRLAA_21R3_QBS943,QRLAA_21R3_FT943,LBALB_22R3_TC843,QRLAA_21R3_TC943
140,34,ARC,Q22,QRLAB_23R3_X47,4,53,7,0.39,40,9,LQOBA_22R3_EH847,LQOBA_22R3_TT847,QRLAB_23R3_CV947,0,QRLAA_21R3_PT961,QRLAA_21R3_PT991,QRLAB_23R3_TT947,QRLAA_21R3_TT961,QRLAB_23R3_QBS947,QRLAB_23R3_FT947,LQOBA_22R3_TC847,QRLAB_23R3_TC947
141,34,ARC,Q23,QRLAB_23R3_X43,4,53,7,0.39,21,9,LBALB_24R3_EH843,LBALB_24R3_TT843,QRLAB_23R3_CV943,0,QRLAA_25R3_PT961,QRLAA_25R3_PT991,QRLAB_23R3_TT943,QRLAA_25R3_TT961,QRLAB_23R3_QBS943,QRLAB_23R3_FT943,LBALB_24R3_TC843,QRLAB_23R3_TC943
142,34,ARC,Q24,QRLAA_25R3_X47,4,53,7,0.39,28,9,LQOBA_24R3_EH847,LQOBA_24R3_TT847,QRLAA_25R3_CV947,0,QRLAA_25R3_PT961,QRLAA_25R3_PT991,QRLAA_25R3_TT947,QRLAA_25R3_TT961,QRLAA_25R3_QBS947,QRLAA_25R3_FT947,LQOBA_24R3_TC847,QRLAA_25R3_TC947
