Nb,Sector,Type,magnet,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow
138,34,ARC,Q20,QRLAA_21R3_X47,LQATS_20R3_EH847.POSST,LQATS_20R3_TT847.POSST,QRLAA_21R3_CV947.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAA_21R3_TT947.POSST,QRLAA_21R3_TT961.POSST,5,40,0.22,4,53,QRLAA_21R3_QBS947.POSST,QRLAA_21R3_FT947.POSST
139,34,ARC,Q21,QRLAA_21R3_X43,LBALB_22R3_EH843.POSST,LBALB_22R3_TT843.POSST,QRLAA_21R3_CV943.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAA_21R3_TT943.POSST,QRLAA_21R3_TT961.POSST,5,40,0.22,4,53,QRLAA_21R3_QBS943.POSST,QRLAA_21R3_FT943.POSST
140,34,ARC,Q22,QRLAB_23R3_X47,LQOBA_22R3_EH847.POSST,LQOBA_22R3_TT847.POSST,QRLAB_23R3_CV947.POSST,0,QRLAA_21R3_PT961.POSST,QRLAA_21R3_PT991.POSST,QRLAB_23R3_TT947.POSST,QRLAA_21R3_TT961.POSST,5,40,0.22,4,53,QRLAB_23R3_QBS947.POSST,QRLAB_23R3_FT947.POSST
141,34,ARC,Q23,QRLAB_23R3_X43,LBALB_24R3_EH843.POSST,LBALB_24R3_TT843.POSST,QRLAB_23R3_CV943.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAB_23R3_TT943.POSST,QRLAA_25R3_TT961.POSST,5,40,0.22,4,53,QRLAB_23R3_QBS943.POSST,QRLAB_23R3_FT943.POSST
142,34,ARC,Q24,QRLAA_25R3_X47,LQOBA_24R3_EH847.POSST,LQOBA_24R3_TT847.POSST,QRLAA_25R3_CV947.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAA_25R3_TT947.POSST,QRLAA_25R3_TT961.POSST,5,40,0.22,4,53,QRLAA_25R3_QBS947.POSST,QRLAA_25R3_FT947.POSST
143,34,ARC,Q25,QRLAA_25R3_X43,LBALB_26R3_EH843.POSST,LBALB_26R3_TT843.POSST,QRLAA_25R3_CV943.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAA_25R3_TT943.POSST,QRLAA_25R3_TT961.POSST,5,40,0.22,4,53,QRLAA_25R3_QBS943.POSST,QRLAA_25R3_FT943.POSST
144,34,ARC,Q26,QRLAB_27R3_X47,LQOBA_26R3_EH847.POSST,LQOBA_26R3_TT847.POSST,QRLAB_27R3_CV947.POSST,0,QRLAA_25R3_PT961.POSST,QRLAA_25R3_PT991.POSST,QRLAB_27R3_TT947.POSST,QRLAA_25R3_TT961.POSST,5,40,0.22,4,53,QRLAB_27R3_QBS947.POSST,QRLAB_27R3_FT947.POSST
145,34,ARC,Q27,QRLAB_27R3_X43,LBALB_28R3_EH843.POSST,LBALB_28R3_TT843.POSST,QRLAB_27R3_CV943.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAB_27R3_TT943.POSST,QRLAA_29R3_TT961.POSST,5,40,0.22,4,53,QRLAB_27R3_QBS943.POSST,QRLAB_27R3_FT943.POSST
146,34,ARC,Q28,QRLAA_29R3_X47,LQATS_28R3_EH847.POSST,LQATS_28R3_TT847.POSST,QRLAA_29R3_CV947.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAA_29R3_TT947.POSST,QRLAA_29R3_TT961.POSST,5,40,0.22,4,53,QRLAA_29R3_QBS947.POSST,QRLAA_29R3_FT947.POSST
147,34,ARC,Q29,QRLAA_29R3_X43,LBALB_30R3_EH843.POSST,LBALB_30R3_TT843.POSST,QRLAA_29R3_CV943.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAA_29R3_TT943.POSST,QRLAA_29R3_TT961.POSST,5,40,0.22,4,53,QRLAA_29R3_QBS943.POSST,QRLAA_29R3_FT943.POSST
148,34,ARC,Q30,QRLAC_31R3_X47,LQOBK_30R3_EH847.POSST,LQOBK_30R3_TT847.POSST,QRLAC_31R3_CV947.POSST,0,QRLAA_29R3_PT961.POSST,QRLAA_29R3_PT991.POSST,QRLAC_31R3_TT947.POSST,QRLAA_29R3_TT961.POSST,5,40,0.22,4,53,QRLAC_31R3_QBS947.POSST,QRLAC_31R3_FT947.POSST
149,34,ARC,Q31,QRLAC_31R3_X43,LBALB_32R3_EH843.POSST,LBALB_32R3_TT843.POSST,QRLAC_31R3_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAC_31R3_TT943.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAC_31R3_QBS943.POSST,QRLAC_31R3_FT943.POSST
150,34,ARC,Q32,QRLAD_33R3_X47,LQASH_32R3_EH847.POSST,LQASH_32R3_TT847.POSST,QRLAD_33R3_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAD_33R3_TT947.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAD_33R3_QBS947.POSST,QRLAD_33R3_FT947.POSST
151,34,ARC,Q33,QRLAD_33R3_X43,LBALB_34R3_EH843.POSST,LBALB_34R3_TT843.POSST,QRLAD_33R3_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAD_33R3_TT943.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAD_33R3_QBS943.POSST,QRLAD_33R3_FT943.POSST
152,34,ARC,Q34,QRLAA_33L4_X47,LQOBK_34R3_EH847.POSST,LQOBK_34R3_TT847.POSST,QRLAA_33L4_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAA_33L4_TT947.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAA_33L4_QBS947.POSST,QRLAA_33L4_FT947.POSST
153,34,ARC,Q33,QRLAA_33L4_X43,LBALB_33L4_EH843.POSST,LBALB_33L4_TT843.POSST,QRLAA_33L4_CV943.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAA_33L4_TT943.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAA_33L4_QBS943.POSST,QRLAA_33L4_FT943.POSST
154,34,ARC,Q32,QRLAB_31L4_X47,LQOBK_32L4_EH847.POSST,LQOBK_32L4_TT847.POSST,QRLAB_31L4_CV947.POSST,0,QRLAA_33L4_PT961.POSST,QRLAA_33L4_PT991.POSST,QRLAB_31L4_TT947.POSST,QRLAA_33L4_TT961.POSST,5,40,0.22,4,53,QRLAB_31L4_QBS947.POSST,QRLAB_31L4_FT947.POSST
155,34,ARC,Q31,QRLAB_31L4_X43,LBALB_31L4_EH843.POSST,LBALB_31L4_TT843.POSST,QRLAB_31L4_CV943.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAB_31L4_TT943.POSST,QRLAA_29L4_TT961.POSST,5,40,0.22,4,53,QRLAB_31L4_QBS943.POSST,QRLAB_31L4_FT943.POSST
156,34,ARC,Q30,QRLAA_29L4_X47,LQOBA_30L4_EH847.POSST,LQOBA_30L4_TT847.POSST,QRLAA_29L4_CV947.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAA_29L4_TT947.POSST,QRLAA_29L4_TT961.POSST,5,40,0.22,4,53,QRLAA_29L4_QBS947.POSST,QRLAA_29L4_FT947.POSST
157,34,ARC,Q29,QRLAA_29L4_X43,LBALB_29L4_EH843.POSST,LBALB_29L4_TT843.POSST,QRLAA_29L4_CV943.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAA_29L4_TT943.POSST,QRLAA_29L4_TT961.POSST,5,40,0.22,4,53,QRLAA_29L4_QBS943.POSST,QRLAA_29L4_FT943.POSST
158,34,ARC,Q28,QRLAB_27L4_X47,LQOBK_28L4_EH847.POSST,LQOBK_28L4_TT847.POSST,QRLAB_27L4_CV947.POSST,0,QRLAA_29L4_PT961.POSST,QRLAA_29L4_PT991.POSST,QRLAB_27L4_TT947.POSST,QRLAA_29L4_TT961.POSST,5,40,0.22,4,53,QRLAB_27L4_QBS947.POSST,QRLAB_27L4_FT947.POSST
159,34,ARC,Q27,QRLAB_27L4_X43,LBALB_27L4_EH843.POSST,LBALB_27L4_TT843.POSST,QRLAB_27L4_CV943.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAB_27L4_TT943.POSST,QRLAE_25L4_TT961.POSST,5,40,0.22,4,53,QRLAB_27L4_QBS943.POSST,QRLAB_27L4_FT943.POSST
160,34,ARC,Q26,QRLAE_25L4_X47,LQOBA_26L4_EH847.POSST,LQOBA_26L4_TT847.POSST,QRLAE_25L4_CV947.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAE_25L4_TT947.POSST,QRLAE_25L4_TT961.POSST,5,40,0.22,4,53,QRLAE_25L4_QBS947.POSST,QRLAE_25L4_FT947.POSST
161,34,ARC,Q25,QRLAE_25L4_X43,LBALB_25L4_EH843.POSST,LBALB_25L4_TT843.POSST,QRLAE_25L4_CV943.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAE_25L4_TT943.POSST,QRLAE_25L4_TT961.POSST,5,40,0.22,4,53,QRLAE_25L4_QBS943.POSST,QRLAE_25L4_FT943.POSST
162,34,ARC,Q24,QRLAB_23L4_X47,LQOBA_24L4_EH847.POSST,LQOBA_24L4_TT847.POSST,QRLAB_23L4_CV947.POSST,0,QRLAE_25L4_PT961.POSST,QRLAE_25L4_PT991.POSST,QRLAB_23L4_TT947.POSST,QRLAE_25L4_TT961.POSST,5,40,0.22,4,53,QRLAB_23L4_QBS947.POSST,QRLAB_23L4_FT947.POSST
163,34,ARC,Q23,QRLAB_23L4_X43,LBALB_23L4_EH843.POSST,LBALB_23L4_TT843.POSST,QRLAB_23L4_CV943.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAB_23L4_TT943.POSST,QRLAA_21L4_TT961.POSST,5,40,0.22,4,53,QRLAB_23L4_QBS943.POSST,QRLAB_23L4_FT943.POSST
164,34,ARC,Q22,QRLAA_21L4_X47,LQOBA_22L4_EH847.POSST,LQOBA_22L4_TT847.POSST,QRLAA_21L4_CV947.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAA_21L4_TT947.POSST,QRLAA_21L4_TT961.POSST,5,40,0.22,4,53,QRLAA_21L4_QBS947.POSST,QRLAA_21L4_FT947.POSST
165,34,ARC,Q21,QRLAA_21L4_X43,LBALB_21L4_EH843.POSST,LBALB_21L4_TT843.POSST,QRLAA_21L4_CV943.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAA_21L4_TT943.POSST,QRLAA_21L4_TT961.POSST,5,40,0.22,4,53,QRLAA_21L4_QBS943.POSST,QRLAA_21L4_FT943.POSST
166,34,ARC,Q20,QRLAB_19L4_X47,LQATS_20L4_EH847.POSST,LQATS_20L4_TT847.POSST,QRLAB_19L4_CV947.POSST,0,QRLAA_21L4_PT961.POSST,QRLAA_21L4_PT991.POSST,QRLAB_19L4_TT947.POSST,QRLAA_21L4_TT961.POSST,5,40,0.22,4,53,QRLAB_19L4_QBS947.POSST,QRLAB_19L4_FT947.POSST
167,34,ARC,Q19,QRLAB_19L4_X43,LBALB_19L4_EH843.POSST,LBALB_19L4_TT843.POSST,QRLAB_19L4_CV943.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAB_19L4_TT943.POSST,QRLAA_17L4_TT961.POSST,5,40,0.22,4,53,QRLAB_19L4_QBS943.POSST,QRLAB_19L4_FT943.POSST
168,34,ARC,Q18,QRLAA_17L4_X47,LQATS_18L4_EH847.POSST,LQATS_18L4_TT847.POSST,QRLAA_17L4_CV947.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAA_17L4_TT947.POSST,QRLAA_17L4_TT961.POSST,5,40,0.22,4,53,QRLAA_17L4_QBS947.POSST,QRLAA_17L4_FT947.POSST
169,34,ARC,Q17,QRLAA_17L4_X43,LBALB_17L4_EH843.POSST,LBALB_17L4_TT843.POSST,QRLAA_17L4_CV943.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAA_17L4_TT943.POSST,QRLAA_17L4_TT961.POSST,5,40,0.22,4,53,QRLAA_17L4_QBS943.POSST,QRLAA_17L4_FT943.POSST
170,34,ARC,Q16,QRLAB_15L4_X47,LQATS_16L4_EH847.POSST,LQATS_16L4_TT847.POSST,QRLAB_15L4_CV947.POSST,0,QRLAA_17L4_PT961.POSST,QRLAA_17L4_PT991.POSST,QRLAB_15L4_TT947.POSST,QRLAA_17L4_TT961.POSST,5,40,0.22,4,53,QRLAB_15L4_QBS947.POSST,QRLAB_15L4_FT947.POSST
171,34,ARC,Q15,QRLAB_15L4_X43,LBALB_15L4_EH843.POSST,LBALB_15L4_TT843.POSST,QRLAB_15L4_CV943.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAB_15L4_TT943.POSST,QRLAA_13L4_TT961.POSST,5,40,0.22,4,53,QRLAB_15L4_QBS943.POSST,QRLAB_15L4_FT943.POSST
172,34,ARC,Q14,QRLAA_13L4_X47,LQATS_14L4_EH847.POSST,LQATS_14L4_TT847.POSST,QRLAA_13L4_CV947.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAA_13L4_TT947.POSST,QRLAA_13L4_TT961.POSST,5,40,0.22,4,53,QRLAA_13L4_QBS947.POSST,QRLAA_13L4_FT947.POSST
173,34,ARC,Q13,QRLAA_13L4_X43,LBALB_13L4_EH843.POSST,LBALB_13L4_TT843.POSST,QRLAA_13L4_CV943.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAA_13L4_TT943.POSST,QRLAA_13L4_TT961.POSST,5,40,0.22,4,53,QRLAA_13L4_QBS943.POSST,QRLAA_13L4_FT943.POSST
174,34,ARC,Q12,QRLAB_11L4_X47,LQATS_12L4_EH847.POSST,LQATS_12L4_TT847.POSST,QRLAB_11L4_CV947.POSST,0,QRLAA_13L4_PT961.POSST,QRLAA_13L4_PT991.POSST,QRLAB_11L4_TT947.POSST,QRLAA_13L4_TT961.POSST,5,40,0.22,4,53,QRLAB_11L4_QBS947.POSST,QRLAB_11L4_FT947.POSST
175,34,ARC,Q11,QRLAB_11L4_X43,LBBLP_11L4_EH843.POSST,LBBLP_11L4_TT843.POSST,QRLAB_11L4_CV943.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLAB_11L4_TT943.POSST,QRLBA_09L4_TT961.POSST,5,40,0.22,4,45,QRLAB_11L4_QBS943.POSST,QRLAB_11L4_FT943.POSST
176,34,ARC,Q10,QRLBA_09L4_X47,LQNCC_10L4_EH847.POSST,LQNCC_10L4_TT847.POSST,QRLBA_09L4_CV947.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLBA_09L4_TT947.POSST,QRLBA_09L4_TT961.POSST,5,40,0.22,4,45,QRLBA_09L4_QBS947.POSST,QRLBA_09L4_FT947.POSST
177,34,ARC,Q9,QRLBA_09L4_X43,LBBLF_09L4_EH843.POSST,LBBLF_09L4_TT843.POSST,QRLBA_09L4_CV943.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLBA_09L4_TT943.POSST,QRLBA_09L4_TT961.POSST,5,40,0.22,4,45,QRLBA_09L4_QBS943.POSST,QRLBA_09L4_FT943.POSST
178,34,LSS,Q8,QRLCC_07L4_X47,LQNCC_08L4_EH847.POSST,LQNCC_08L4_TT847.POSST,QRLCC_07L4_CV947.POSST,QRLCC_07L4_CV943.POSST,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLCC_07L4_TT947.POSST,QRLBA_09L4_TT961.POSST,3,40,0.22,4,40,QRLCC_07L4_QBS947.POSST,QRLCC_07L4_FT947.POSST
179,34,LSS,Q7,QRLCC_07L4_X45,LQNAB_07L4_EH845.POSST,LQNAB_07L4_TT845.POSST,QRLCC_07L4_CV945.POSST,0,QRLBA_09L4_PT961.POSST,QRLBA_09L4_PT991.POSST,QRLCC_07L4_TT945.POSST,QRLBA_09L4_TT961.POSST,7,40,0.22,4,13.5,QRLCC_07L4_QBS945.POSST,QRLCC_07L4_FT945.POSST
180,34,LSS,Q6,QRLEA_06L4_X47,LQYAA_06L4_EH847.POSST,LQYAA_06L4_TT847A.POSST,QRLEA_06L4_CV947.POSST,0,QRLEA_06L4_PT961.POSST,QRLEA_06L4_PT991.POSST,QRLEA_06L4_TT947.POSST,QRLEA_06L4_TT961.POSST,0,50,0.03,4,6.945,QRLEA_06L4_QBS947.POSST,QRLEA_06L4_FT947.POSST
181,34,LSS,D4Q5,QRLFF_05L4_X47,LQYBB_05L4_EH847.POSST,LQYBB_05L4_TT847A.POSST,QRLFF_05L4_CV947.POSST,0,QRLFF_05L4_PT961.POSST,QRLFF_05L4_PT991.POSST,QRLFF_05L4_TT947.POSST,QRLFF_05L4_TT961.POSST,4,100,0.05,4,16.745,QRLFF_05L4_QBS947.POSST,QRLFF_05L4_FT947.POSST
182,34,LSS,D3,QRLEB_05L4_X47,LBRSA_05L4_EH847.POSST,LBRSA_05L4_TT847.POSST,QRLEB_05L4_CV947.POSST,0,QRLEB_05L4_PT961.POSST,QRLEB_05L4_PT991.POSST,QRLEB_05L4_TT947.POSST,QRLEB_05L4_TT961.POSST,4,34,0.03,4,11.2,QRLEB_05L4_QBS947.POSST,QRLEB_05L4_FT947.POSST
183,45,LSS,D3,QRLEB_05R4_X47,LBRSB_05R4_EH847.POSST,LBRSB_05R4_TT847.POSST,QRLEB_05R4_CV947.POSST,0,QRLEB_05R4_PT961.POSST,QRLEB_05R4_PT991.POSST,QRLEB_05R4_TT947.POSST,QRLEB_05R4_TT961.POSST,4,80,0.03,4,11.2,QRLEB_05R4_QBS947.POSST,QRLEB_05R4_FT947.POSST
184,45,LSS,D4Q5,QRLFE_05R4_X47,LQYBA_05R4_EH847.POSST,LQYBA_05R4_TT847A.POSST,QRLFE_05R4_CV947.POSST,0,QRLFE_05R4_PT961.POSST,QRLFE_05R4_PT991.POSST,QRLFE_05R4_TT947.POSST,QRLFE_05R4_TT961.POSST,4,40,0.05,4,16.745,QRLFE_05R4_QBS947.POSST,QRLFE_05R4_FT947.POSST
185,45,LSS,Q6,QRLEA_06R4_X47,LQYAB_06R4_EH847.POSST,LQYAB_06R4_TT847A.POSST,QRLEA_06R4_CV947.POSST,0,QRLEA_06R4_PT961.POSST,QRLEA_06R4_PT991.POSST,QRLEA_06R4_TT947.POSST,QRLEA_06R4_TT961.POSST,0,100,0.03,4,6.945,QRLEA_06R4_QBS947.POSST,QRLEA_06R4_FT947.POSST
186,45,LSS,Q7,QRLCH_07R4_X43,LBBLF_08R4_EH843.POSST,LBBLF_08R4_TT843.POSST,QRLCH_07R4_CV943.POSST,QRLCH_07R4_CV947.POSST,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLCH_07R4_TT943.POSST,QRLBA_09R4_TT961.POSST,2,35,0.26,4,40,QRLCH_07R4_QBS943.POSST,QRLCH_07R4_FT943.POSST
187,45,ARC,Q8,QRLBA_09R4_X47,LQNCD_08R4_EH847.POSST,LQNCD_08R4_TT847.POSST,QRLBA_09R4_CV947.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLBA_09R4_TT947.POSST,QRLBA_09R4_TT961.POSST,7,38,0.39,4,45,QRLBA_09R4_QBS947.POSST,QRLBA_09R4_FT947.POSST
188,45,ARC,Q9,QRLBA_09R4_X43,LBBLF_10R4_EH843.POSST,LBBLF_10R4_TT843.POSST,QRLBA_09R4_CV943.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLBA_09R4_TT943.POSST,QRLBA_09R4_TT961.POSST,7,38,0.39,4,45,QRLBA_09R4_QBS943.POSST,QRLBA_09R4_FT943.POSST
189,45,ARC,Q10,QRLAB_11R4_X47,LQNCD_10R4_EH847.POSST,LQNCD_10R4_TT847.POSST,QRLAB_11R4_CV947.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLAB_11R4_TT947.POSST,QRLBA_09R4_TT961.POSST,7,38,0.39,4,45,QRLAB_11R4_QBS947.POSST,QRLAB_11R4_FT947.POSST
190,45,ARC,Q11,QRLAB_11R4_X43,LBALB_12R4_EH843.POSST,LBALB_12R4_TT843.POSST,QRLAB_11R4_CV943.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAB_11R4_TT943.POSST,QRLAA_13R4_TT961.POSST,7,38,0.39,4,53,QRLAB_11R4_QBS943.POSST,QRLAB_11R4_FT943.POSST
191,45,ARC,Q12,QRLAA_13R4_X47,LQATI_12R4_EH847.POSST,LQATI_12R4_TT847.POSST,QRLAA_13R4_CV947.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAA_13R4_TT947.POSST,QRLAA_13R4_TT961.POSST,7,38,0.39,4,53,QRLAA_13R4_QBS947.POSST,QRLAA_13R4_FT947.POSST
192,45,ARC,Q13,QRLAA_13R4_X43,LBALB_14R4_EH843.POSST,LBALB_14R4_TT843.POSST,QRLAA_13R4_CV943.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAA_13R4_TT943.POSST,QRLAA_13R4_TT961.POSST,7,38,0.39,4,53,QRLAA_13R4_QBS943.POSST,QRLAA_13R4_FT943.POSST
193,45,ARC,Q14,QRLAB_15R4_X47,LQATI_14R4_EH847.POSST,LQATI_14R4_TT847.POSST,QRLAB_15R4_CV947.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAB_15R4_TT947.POSST,QRLAA_13R4_TT961.POSST,7,38,0.39,4,53,QRLAB_15R4_QBS947.POSST,QRLAB_15R4_FT947.POSST
194,45,ARC,Q15,QRLAB_15R4_X43,LBALB_16R4_EH843.POSST,LBALB_16R4_TT843.POSST,QRLAB_15R4_CV943.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAB_15R4_TT943.POSST,QRLAA_17R4_TT961.POSST,7,38,0.39,4,53,QRLAB_15R4_QBS943.POSST,QRLAB_15R4_FT943.POSST
195,45,ARC,Q16,QRLAA_17R4_X47,LQATI_16R4_EH847.POSST,LQATI_16R4_TT847.POSST,QRLAA_17R4_CV947.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAA_17R4_TT947.POSST,QRLAA_17R4_TT961.POSST,7,38,0.39,4,53,QRLAA_17R4_QBS947.POSST,QRLAA_17R4_FT947.POSST
196,45,ARC,Q17,QRLAA_17R4_X43,LBALB_18R4_EH843.POSST,LBALB_18R4_TT843.POSST,QRLAA_17R4_CV943.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAA_17R4_TT943.POSST,QRLAA_17R4_TT961.POSST,7,38,0.39,4,53,QRLAA_17R4_QBS943.POSST,QRLAA_17R4_FT943.POSST
197,45,ARC,Q18,QRLAB_19R4_X47,LQATI_18R4_EH847.POSST,LQATI_18R4_TT847.POSST,QRLAB_19R4_CV947.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAB_19R4_TT947.POSST,QRLAA_17R4_TT961.POSST,7,38,0.39,4,53,QRLAB_19R4_QBS947.POSST,QRLAB_19R4_FT947.POSST
198,45,ARC,Q19,QRLAB_19R4_X43,LBALB_20R4_EH843.POSST,LBALB_20R4_TT843.POSST,QRLAB_19R4_CV943.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAB_19R4_TT943.POSST,QRLAA_21R4_TT961.POSST,7,38,0.39,4,53,QRLAB_19R4_QBS943.POSST,QRLAB_19R4_FT943.POSST
199,45,ARC,Q20,QRLAA_21R4_X47,LQATI_20R4_EH847.POSST,LQATI_20R4_TT847.POSST,QRLAA_21R4_CV947.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAA_21R4_TT947.POSST,QRLAA_21R4_TT961.POSST,7,38,0.39,4,53,QRLAA_21R4_QBS947.POSST,QRLAA_21R4_FT947.POSST
200,45,ARC,Q21,QRLAA_21R4_X43,LBALB_22R4_EH843.POSST,LBALB_22R4_TT843.POSST,QRLAA_21R4_CV943.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAA_21R4_TT943.POSST,QRLAA_21R4_TT961.POSST,7,38,0.39,4,53,QRLAA_21R4_QBS943.POSST,QRLAA_21R4_FT943.POSST
201,45,ARC,Q22,QRLAB_23R4_X47,LQOAH_22R4_EH847.POSST,LQOAH_22R4_TT847.POSST,QRLAB_23R4_CV947.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAB_23R4_TT947.POSST,QRLAA_21R4_TT961.POSST,7,38,0.39,4,53,QRLAB_23R4_QBS947.POSST,QRLAB_23R4_FT947.POSST
202,45,ARC,Q23,QRLAB_23R4_X43,LBALB_24R4_EH843.POSST,LBALB_24R4_TT843.POSST,QRLAB_23R4_CV943.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAB_23R4_TT943.POSST,QRLAA_25R4_TT961.POSST,7,38,0.39,4,53,QRLAB_23R4_QBS943.POSST,QRLAB_23R4_FT943.POSST
203,45,ARC,Q24,QRLAA_25R4_X47,LQOAH_24R4_EH847.POSST,LQOAH_24R4_TT847.POSST,QRLAA_25R4_CV947.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAA_25R4_TT947.POSST,QRLAA_25R4_TT961.POSST,7,38,0.39,4,53,QRLAA_25R4_QBS947.POSST,QRLAA_25R4_FT947.POSST
204,45,ARC,Q25,QRLAA_25R4_X43,LBALB_26R4_EH843.POSST,LBALB_26R4_TT843.POSST,QRLAA_25R4_CV943.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAA_25R4_TT943.POSST,QRLAA_25R4_TT961.POSST,7,38,0.39,4,53,QRLAA_25R4_QBS943.POSST,QRLAA_25R4_FT943.POSST
205,45,ARC,Q26,QRLAB_27R4_X47,LQOAH_26R4_EH847.POSST,LQOAH_26R4_TT847.POSST,QRLAB_27R4_CV947.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAB_27R4_TT947.POSST,QRLAA_25R4_TT961.POSST,7,38,0.39,4,53,QRLAB_27R4_QBS947.POSST,QRLAB_27R4_FT947.POSST
206,45,ARC,Q27,QRLAB_27R4_X43,LBALB_28R4_EH843.POSST,LBALB_28R4_TT843.POSST,QRLAB_27R4_CV943.POSST,0,QRLAA_29R4_PT961.POSST,QRLAA_29R4_PT991.POSST,QRLAB_27R4_TT943.POSST,QRLAA_29R4_TT961.POSST,7,38,0.39,4,53,QRLAB_27R4_QBS943.POSST,QRLAB_27R4_FT943.POSST
